method,label,rationale,true_label,claim,correct
random,REFUTES,Random selection,SUPPORTS,A&E was previously the Arts & Entertainment Network.,False
random,SUPPORTS,Random selection,REFUTES,Speech recognition is ignored in all fields.,False
random,REFUTES,Random selection,REFUTES,Annette Badland was unable to ever join a BBC science fiction series.,True
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Fabian Nicieza worked on Guardians of the Galaxy.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Matthias Corvinus had a daughter called the Bibliotheca Corviniana.,True
random,SUPPORTS,Random selection,SUPPORTS,Finding Dory was directed by someone.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,Starrcade was never broadcast via pay-per-view television.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Wentworth Miller made his screenwriting debut with the top grossing thriller film Stoker.,False
random,REFUTES,Random selection,REFUTES,Anne Rice was born in New Mexico.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,Homo sapiens live on the fourth planet from the Sun.,False
random,REFUTES,Random selection,REFUTES,"There are not rumors that Augustus' wife, Livia, poisoned him.",True
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Highway to Heaven began airing in Canada.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Chile is in the northern part of the western hemisphere.,False
random,REFUTES,Random selection,REFUTES,Ripon College is in hell.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,International students come to the University of Mississippi from 90 nations including Britain.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,Soyuz was designed between 1961 and 1964.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Noel Fisher starred in True Detective.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Regina King has received a Critics' Choice Television Award.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,A Milli is a song by a jazz recording artist.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Fred Armisen is a screenwriter for television series.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Kim Jong-il is designated Eternal Chairman of the National Defence Commission.,False
random,SUPPORTS,Random selection,SUPPORTS,Miracle at St. Anna is set primarily in Europe.,True
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Jenna Jameson only worked as a professional actress.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,Leonard Nimoy was not in Civilization IV.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Kentucky is known for bluegrass music.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Derek Hough has worked with a J-pop singer.,True
random,SUPPORTS,Random selection,NOT ENOUGH INFO,David Packouz is a grandfather.,False
random,REFUTES,Random selection,SUPPORTS,Ingushetia was established on June.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,There are film scores in existence that have been composed by Phillip Glass.,False
random,REFUTES,Random selection,SUPPORTS,Ed Wood is about the eponymous actor.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,There was a song performed on Glee called Rhythm Nation.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Men in Black II is a financial success.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,Bea Arthur was a cigarette lobbyist.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Nicholas Brody was born in 1963.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,The Bloods are identified by the color worn by their members.,False
random,REFUTES,Random selection,REFUTES,"Gray Matter Interactive Studios, Inc. was a board game developer.",True
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,The Columbia River has ships and barges for trade.,True
random,REFUTES,Random selection,REFUTES,Ed Wood is about the eponymous wrestler.,True
random,REFUTES,Random selection,REFUTES,L.A. Reid was turned down for the role of CEO of an American record label owned by Sony Music Entertainment.,True
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Eric Church has won 11 Grammy Awards for singing country music.,False
random,REFUTES,Random selection,SUPPORTS,Albert S. Ruddy is not born in India.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Juventus F.C. has worn a red-and-tan away uniform since 1903.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,The History of Earth dates back more than 5 billion years.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Diwali spiritually signifies good over evil.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,Knocked Up was released worldwide in 2003.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Al Jardine sang lead vocals in a band.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,You Belong with Me has yet to be performed as part of a tour.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Keith Urban is an Australian country music artist's second studio album.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,A Milli is a book by a hip hop recording artist.,True
random,SUPPORTS,Random selection,SUPPORTS,Match Point has been compared to another Woody Allen film.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,"Bhagat Singh was from New Delhi, India.",False
random,SUPPORTS,Random selection,REFUTES,Sidse Babett Knudsen works in radio.,False
random,SUPPORTS,Random selection,SUPPORTS,Bonn is the birthplace of Ludwig van Beethoven.,True
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Colin Kaepernick was backup to Tom Brady.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Despicable Me 2 was produced exclusively for Yahoo.,True
random,SUPPORTS,Random selection,SUPPORTS,Sora (Kingdom Hearts) went on an adventure with a Disney character.,True
random,SUPPORTS,Random selection,NOT ENOUGH INFO,The Bee Gees wrote their own autobiographies.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Tinker Tailor Soldier Spy stars Hillary Clinton.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Topman has stores throughout Germany.,True
random,SUPPORTS,Random selection,NOT ENOUGH INFO,"Camden, New Jersey is the home of a sports team.",False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,DJ Quik is a rapper and music producer.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,Star Trek: Discovery is the first series since Gene Roddenberry's retirement.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,One cartoonist was Steve Ditko.,False
random,SUPPORTS,Random selection,SUPPORTS,Tamerlan Tsarnaev has been in a shootout.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Lockheed Martin's CEO is now a person born in December.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Murda Beatz is a hip hop and jazz record producer.,True
random,SUPPORTS,Random selection,REFUTES,2016 Tour de France was a 21-stage musical.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,The CONCACAF Champions League is organized for football clubs in the evil realm.,False
random,SUPPORTS,Random selection,REFUTES,Duane Chapman is from Texas.,False
random,SUPPORTS,Random selection,REFUTES,Roswell is exclusively a mystery TV series.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Veeru Devgan is a stunt and dance choreographer.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,Kleshas are part of Hinduism.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Tim McGraw acted in Venezuela.,True
random,REFUTES,Random selection,REFUTES,Humphrey Bogart was not ranked greatest male star of Classic American cinema in 1999.,True
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Winter's Tale is an allegory for the life of an American novelist.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Saturn is a moon.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,Fidel Castro has a sister.,False
random,REFUTES,Random selection,REFUTES,Michael B. Jordan was born in 2005.,True
random,REFUTES,Random selection,SUPPORTS,Aerobic exercise lowers resting heart rate in the long term.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,The Hindu Kush is a mountain range between India and Pakistan.,False
random,REFUTES,Random selection,REFUTES,Mickey Rourke has only appeared in films based on real people.,True
random,REFUTES,Random selection,REFUTES,Victoria Palace Theatre is in an inner New York borough.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,Don Bradman's status as a national icon was recognized after his school years.,False
random,SUPPORTS,Random selection,SUPPORTS,"The Lincoln-Douglas debates happened in Freeport, Illinois.",True
random,SUPPORTS,Random selection,SUPPORTS,"The Prowler was created by Stan Lee, John Buscema, and Jim Morrison.",True
random,SUPPORTS,Random selection,REFUTES,Stan Beeman is only in modern comedies.,False
random,SUPPORTS,Random selection,REFUTES,Eva Green made her film debut in a film directed by Robin Williams.,False
random,REFUTES,Random selection,REFUTES,Melancholia stars only men.,True
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,David Packouz is a Gemini.,True
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Musical arts has been significantly impacted by Appropriation (art).,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Shadowhunters began its second season in Zambia.,True
random,SUPPORTS,Random selection,SUPPORTS,Private Lives is a comedy.,True
random,SUPPORTS,Random selection,NOT ENOUGH INFO,CHiPs is an American romance film.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,PacSun barely sells products designed for teens.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Daggering is nonconformist.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Yandex is a website.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,The Daily Show described itself as a credible news program.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Colombiana is of a genre.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,"NRG Recording Studios was created by a millionaire record producer, engineer and mixer.",False
random,REFUTES,Random selection,REFUTES,A River Runs Through It is a crisis.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Stanley Williams died.,False
random,SUPPORTS,Random selection,REFUTES,The Wallace is a novel.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Youtube is ranked as the second most popular business in the world.,True
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Simón Bolívar was Dominican.,True
random,REFUTES,Random selection,REFUTES,Saturn Corporation is a registered voter.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,Al Jardine is a brother.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Guillermo del Toro is a carpenter.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,The Mirny (sloop-of-war) was a ship of the moon.,False
